projectName,entityName,pattern,metricValue,NOM,NOF,NORM,NSM,NSF,WMC,DIT,NSC,LCOM,SIX
collections-3.2.1,org.apache.commons.collections.map.TestTransformedSortedMap,factory,7,7.000000,0.000000,2.000000,2.000000,0.000000,13.000000,7.000000,0.000000,0.000000,2.000000
collections-3.2.1,org.apache.commons.collections.map.TestUnmodifiableSortedMap,factory,6,9.000000,0.000000,5.000000,2.000000,0.000000,12.000000,7.000000,0.000000,0.000000,3.889000
collections-3.2.1,org.apache.commons.collections.functors.IfClosure,factory,3,6.000000,3.000000,0.000000,2.000000,1.000000,12.000000,1.000000,0.000000,0.500000,0.000000
collections-3.2.1,org.apache.commons.collections.functors.NOPClosure,factory,3,2.000000,0.000000,0.000000,1.000000,2.000000,3.000000,1.000000,0.000000,0.000000,0.000000
collections-3.2.1,org.apache.commons.collections.functors.ExceptionTransformer,factory,3,2.000000,0.000000,0.000000,1.000000,2.000000,3.000000,1.000000,0.000000,0.000000,0.000000
collections-3.2.1,org.apache.commons.collections.map.TestUnmodifiableOrderedMap,factory,6,9.000000,0.000000,5.000000,2.000000,0.000000,12.000000,8.000000,0.000000,0.000000,4.444000
collections-3.2.1,org.apache.commons.collections.map.TestTransformedMap,factory,6,6.000000,0.000000,1.000000,2.000000,0.000000,10.000000,6.000000,0.000000,0.000000,1.000000
collections-3.2.1,org.apache.commons.collections.functors.UniquePredicate,factory,4,2.000000,1.000000,0.000000,1.000000,1.000000,3.000000,1.000000,0.000000,0.000000,0.000000
collections-3.2.1,org.apache.commons.collections.bag.PredicatedBag,factory,6,6.000000,0.000000,0.000000,1.000000,1.000000,7.000000,4.000000,1.000000,0.000000,0.000000
collections-3.2.1,org.apache.commons.collections.list.GrowthList,factory,4,6.000000,0.000000,3.000000,1.000000,1.000000,10.000000,4.000000,0.000000,0.000000,2.000000
collections-3.2.1,org.apache.commons.collections.functors.InstanceofPredicate,factory,5,3.000000,1.000000,0.000000,1.000000,1.000000,5.000000,1.000000,0.000000,0.000000,0.000000
collections-3.2.1,org.apache.commons.collections.functors.PredicateTransformer,factory,4,3.000000,1.000000,0.000000,1.000000,1.000000,6.000000,1.000000,0.000000,0.000000,0.000000
collections-3.2.1,org.apache.commons.collections.map.TestDefaultedMap,factory,4,7.000000,0.000000,2.000000,2.000000,1.000000,9.000000,6.000000,0.000000,0.000000,1.714000
collections-3.2.1,org.apache.commons.collections.functors.ExceptionFactory,factory,3,2.000000,0.000000,0.000000,1.000000,2.000000,3.000000,1.000000,0.000000,0.000000,0.000000
collections-3.2.1,org.apache.commons.collections.functors.ExceptionClosure,factory,3,2.000000,0.000000,0.000000,1.000000,2.000000,3.000000,1.000000,0.000000,0.000000,0.000000
collections-3.2.1,org.apache.commons.collections.TestMapUtils,factory,6,34.000000,0.000000,0.000000,1.000000,0.000000,52.000000,4.000000,0.000000,0.000000,0.000000
collections-3.2.1,org.apache.commons.collections.functors.NOPTransformer,factory,3,2.000000,0.000000,0.000000,1.000000,2.000000,3.000000,1.000000,0.000000,0.000000,0.000000
collections-3.2.1,org.apache.commons.collections.iterators.TestArrayIterator2,factory,5,11.000000,1.000000,1.000000,1.000000,0.000000,24.000000,6.000000,1.000000,0.000000,0.545000
collections-3.2.1,org.apache.commons.collections.MapUtils,factory,9,1.000000,0.000000,0.000000,68.000000,3.000000,151.000000,1.000000,0.000000,0.000000,0.000000
collections-3.2.1,org.apache.commons.collections.functors.NonePredicate,factory,7,3.000000,1.000000,0.000000,2.000000,1.000000,9.000000,1.000000,0.000000,0.000000,0.000000
collections-3.2.1,org.apache.commons.collections.map.TestLazyMap,factory,4,6.000000,0.000000,2.000000,2.000000,2.000000,8.000000,6.000000,0.000000,0.000000,2.000000
collections-3.2.1,org.apache.commons.collections.functors.CloneTransformer,factory,3,2.000000,0.000000,0.000000,1.000000,2.000000,4.000000,1.000000,0.000000,0.000000,0.000000
galleon-2.3.0,org.lnicholls.galleon.togo.TiVoX509TrustManager,factory,1,4.000000,1.000000,0.000000,0.000000,2.000000,21.000000,1.000000,0.000000,0.000000,0.000000
galleon-2.3.0,org.lnicholls.galleon.app.AppHost,factory,4,17.000000,6.000000,0.000000,5.000000,3.000000,79.000000,1.000000,0.000000,0.667000,0.000000
galleon-2.3.0,org.lnicholls.galleon.app.AppManager,factory,4,13.000000,10.000000,0.000000,1.000000,1.000000,68.000000,1.000000,0.000000,0.883000,0.000000
informa-0.7.0-alpha2,de.nava.informa.utils.Atom030Settings,factory,3,2.000000,1.000000,0.000000,0.000000,0.000000,5.000000,1.000000,0.000000,0.000000,0.000000
informa-0.7.0-alpha2,de.nava.informa.utils.RSS200Settings,factory,3,2.000000,1.000000,0.000000,0.000000,0.000000,5.000000,1.000000,0.000000,0.000000,0.000000
informa-0.7.0-alpha2,de.nava.informa.impl.hibernate.ChannelBuilder,factory,2,32.000000,3.000000,0.000000,0.000000,1.000000,70.000000,1.000000,0.000000,0.549000,0.000000
informa-0.7.0-alpha2,de.nava.informa.impl.hibernate.SessionHandler,factory,5,6.000000,4.000000,0.000000,2.000000,2.000000,12.000000,1.000000,0.000000,0.750000,0.000000
informa-0.7.0-alpha2,de.nava.informa.utils.toolkit.WorkersManager,factory,4,7.000000,3.000000,0.000000,0.000000,2.000000,14.000000,1.000000,0.000000,0.667000,0.000000
informa-0.7.0-alpha2,de.nava.informa.utils.RSS100Settings,factory,3,2.000000,1.000000,0.000000,0.000000,0.000000,6.000000,1.000000,0.000000,0.000000,0.000000
jext-5.0,org.jext.gui.Dockable,factory,2,9.000000,8.000000,0.000000,0.000000,8.000000,30.000000,1.000000,0.000000,0.833000,0.000000
jext-5.0,org.jext.gui.SkinManager,factory,3,1.000000,0.000000,0.000000,3.000000,2.000000,14.000000,1.000000,0.000000,0.000000,0.000000
jext-5.0,org.jext.gui.SkinFactory,factory,3,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,2.000000,0.000000,0.000000
marauroa-3.8.1,marauroa.common.net.Decoder,factory,2,3.000000,2.000000,0.000000,2.000000,2.000000,13.000000,1.000000,0.000000,0.250000,0.000000
marauroa-3.8.1,marauroa.server.game.rp.NoFactoryConfException,factory,5,2.000000,0.000000,0.000000,0.000000,1.000000,2.000000,5.000000,0.000000,0.000000,0.000000
marauroa-3.8.1,marauroa.server.game.db.RPZoneDAO,factory,4,7.000000,1.000000,0.000000,0.000000,1.000000,20.000000,1.000000,0.000000,0.000000,0.000000
marauroa-3.8.1,marauroa.server.game.db.DatabaseFactory,factory,3,4.000000,0.000000,0.000000,0.000000,1.000000,10.000000,1.000000,0.000000,0.000000,0.000000
marauroa-3.8.1,marauroa.server.game.db.DAORegister,factory,5,5.000000,2.000000,0.000000,1.000000,1.000000,8.000000,1.000000,0.000000,0.500000,0.000000
marauroa-3.8.1,marauroa.server.db.TransactionPool,factory,3,12.000000,9.000000,0.000000,2.000000,2.000000,29.000000,1.000000,0.000000,0.764000,0.000000
pmd-4.2.5,net.sourceforge.pmd.PMD,factory,5,13.000000,3.000000,0.000000,9.000000,5.000000,85.000000,1.000000,1.000000,0.733000,0.000000
pmd-4.2.5,net.sourceforge.pmd.ant.Formatter,factory,2,14.000000,8.000000,1.000000,2.000000,1.000000,26.000000,1.000000,0.000000,0.830000,0.071000
quickserver-1.4.7,org.quickserver.util.pool.BasicObjectPool,factory,6,14.000000,5.000000,0.000000,0.000000,1.000000,29.000000,1.000000,0.000000,0.650000,0.000000
quickserver-1.4.7,org.quickserver.security.AccessManager,factory,4,31.000000,0.000000,30.000000,0.000000,0.000000,31.000000,2.000000,0.000000,0.000000,1.935000
quickserver-1.4.7,org.quickserver.net.server.QuickServer,factory,1,153.000000,74.000000,1.000000,9.000000,3.000000,476.000000,1.000000,0.000000,0.984000,0.007000
quilt-0.6-a-5,org.quilt.cl.TestGraphTransformer,factory,4,10.000000,6.000000,1.000000,0.000000,0.000000,13.000000,3.000000,0.000000,0.595000,0.300000
quilt-0.6-a-5,org.quilt.cover.stmt.ClassAction,factory,5,9.000000,9.000000,0.000000,0.000000,2.000000,21.000000,1.000000,0.000000,0.593000,0.000000
quilt-0.6-a-5,org.quilt.cover.stmt.TestStmtCoverage,factory,6,7.000000,10.000000,1.000000,0.000000,0.000000,18.000000,3.000000,0.000000,0.900000,0.429000
quilt-0.6-a-5,org.quilt.cover.stmt.GraphAction,factory,4,4.000000,6.000000,0.000000,2.000000,2.000000,9.000000,1.000000,0.000000,1.000000,0.000000
quilt-0.6-a-5,org.quilt.cl.TestClassFactory,factory,4,8.000000,3.000000,1.000000,0.000000,0.000000,11.000000,3.000000,0.000000,0.667000,0.375000
quilt-0.6-a-5,org.quilt.cl.QuiltClassLoader,factory,9,28.000000,14.000000,2.000000,3.000000,10.000000,87.000000,4.000000,0.000000,0.920000,0.286000
xalan-2.7.1,org.apache.xalan.processor.ProcessorTemplate,factory,1,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,5.000000,0.000000,0.000000,0.000000
xalan-2.7.1,org.apache.xml.dtm.ref.DTMDocumentImpl,factory,18,110.000000,20.000000,0.000000,0.000000,4.000000,193.000000,1.000000,0.000000,0.910000,0.000000
xalan-2.7.1,org.apache.xalan.lib.Extensions,factory,2,1.000000,0.000000,0.000000,10.000000,0.000000,25.000000,1.000000,0.000000,0.000000,0.000000
xalan-2.7.1,org.apache.xalan.processor.ProcessorOutputElem,factory,6,13.000000,1.000000,1.000000,0.000000,1.000000,15.000000,4.000000,0.000000,0.000000,0.308000
xalan-2.7.1,org.apache.xpath.objects.XNodeSet,factory,7,32.000000,0.000000,22.000000,0.000000,7.000000,68.000000,4.000000,3.000000,0.000000,2.750000
xalan-2.7.1,org.apache.xalan.templates.ElemTemplateElement,factory,6,88.000000,14.000000,19.000000,0.000000,1.000000,176.000000,2.000000,29.000000,0.924000,0.432000
xalan-2.7.1,org.apache.xml.utils.FastStringBuffer,factory,10,26.000000,9.000000,1.000000,2.000000,7.000000,122.000000,1.000000,0.000000,0.454000,0.038000
xalan-2.7.1,org.apache.xpath.axes.LocPathIterator,factory,13,52.000000,12.000000,8.000000,0.000000,1.000000,79.000000,4.000000,8.000000,0.870000,0.615000
xalan-2.7.1,org.apache.xml.serializer.DOMSerializer,factory,4,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,2.000000,0.000000,0.000000
xalan-2.7.1,org.apache.xml.serializer.Serializer,factory,2,10.000000,0.000000,0.000000,0.000000,0.000000,10.000000,0.000000,1.000000,0.000000,0.000000
xalan-2.7.1,org.apache.xml.serializer.Method,factory,1,1.000000,0.000000,0.000000,0.000000,5.000000,1.000000,1.000000,0.000000,0.000000,0.000000
xalan-2.7.1,org.apache.xml.dtm.ref.DTMDefaultBaseIterators,factory,11,4.000000,0.000000,0.000000,0.000000,0.000000,32.000000,3.000000,3.000000,0.000000,0.000000
xalan-2.7.1,org.apache.xalan.xsltc.trax.TransformerImpl,factory,7,39.000000,18.000000,1.000000,0.000000,6.000000,170.000000,2.000000,0.000000,0.891000,0.051000
xalan-2.7.1,org.apache.xalan.processor.ProcessorStripSpace,factory,3,1.000000,0.000000,1.000000,0.000000,1.000000,2.000000,5.000000,0.000000,0.000000,5.000000
xalan-2.7.1,org.apache.xalan.xsltc.dom.SortingIterator,factory,4,11.000000,5.000000,3.000000,0.000000,1.000000,22.000000,2.000000,0.000000,0.578000,0.545000
xalan-2.7.1,org.apache.xml.dtm.ref.sax2dtm.SAX2DTM,factory,8,75.000000,24.000000,1.000000,0.000000,7.000000,228.000000,4.000000,2.000000,0.912000,0.053000
xalan-2.7.1,org.apache.xml.dtm.ref.dom2dtm.DOM2DTM,factory,9,36.000000,8.000000,2.000000,3.000000,3.000000,228.000000,4.000000,0.000000,0.850000,0.222000
xalan-2.7.1,org.apache.xalan.xsltc.dom.NodeSortRecord,factory,5,10.000000,10.000000,0.000000,0.000000,5.000000,20.000000,1.000000,0.000000,0.757000,0.000000
xalan-2.7.1,org.apache.xpath.operations.Variable,factory,3,15.000000,4.000000,2.000000,0.000000,2.000000,40.000000,2.000000,1.000000,0.675000,0.267000
xalan-2.7.1,org.apache.xalan.trace.GenerateEvent,factory,3,5.000000,8.000000,0.000000,0.000000,0.000000,5.000000,1.000000,0.000000,0.000000,0.000000
xalan-2.7.1,org.apache.xpath.axes.FilterExprIterator,factory,7,12.000000,4.000000,2.000000,0.000000,1.000000,17.000000,6.000000,0.000000,0.800000,1.000000
xalan-2.7.1,org.apache.xpath.axes.AxesWalker,factory,4,26.000000,8.000000,1.000000,1.000000,1.000000,53.000000,4.000000,2.000000,0.824000,0.154000
xalan-2.7.1,org.apache.xalan.trace.SelectionEvent,factory,2,1.000000,6.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000
xalan-2.7.1,org.apache.xalan.templates.AVTPartXPath,factory,7,7.000000,1.000000,1.000000,0.000000,1.000000,8.000000,2.000000,0.000000,0.000000,0.286000
xalan-2.7.1,org.apache.xalan.xsltc.compiler.util.NodeSortRecordFactGenerator,factory,5,2.000000,0.000000,1.000000,0.000000,0.000000,2.000000,4.000000,0.000000,0.000000,2.000000
xalan-2.7.1,org.apache.xalan.client.XSLTProcessorApplet,factory,12,24.000000,20.000000,7.000000,0.000000,1.000000,48.000000,5.000000,0.000000,0.926000,1.458000
xalan-2.7.1,org.apache.xalan.transformer.TransformerIdentityImpl,factory,5,45.000000,15.000000,1.000000,0.000000,0.000000,141.000000,2.000000,0.000000,0.906000,0.044000
xalan-2.7.1,org.apache.xalan.templates.OutputProperties,factory,5,31.000000,1.000000,1.000000,4.000000,1.000000,59.000000,3.000000,0.000000,0.000000,0.097000
xalan-2.7.1,org.apache.xalan.xsltc.compiler.Constants,factory,3,0.000000,5.000000,0.000000,0.000000,223.000000,0.000000,0.000000,5.000000,0.000000,0.000000
xalan-2.7.1,org.apache.xpath.axes.PathComponent,factory,3,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,5.000000,0.000000,0.000000
xalan-2.7.1,org.apache.xalan.xsltc.dom.XSLTCDTMManager,factory,3,6.000000,0.000000,1.000000,2.000000,4.000000,35.000000,3.000000,0.000000,0.000000,0.500000
xalan-2.7.1,org.apache.xml.serializer.DOM3Serializer,factory,8,6.000000,0.000000,0.000000,0.000000,0.000000,6.000000,0.000000,1.000000,0.000000,0.000000
xalan-2.7.1,org.apache.xalan.templates.ElemExtensionDecl,factory,6,14.000000,3.000000,4.000000,0.000000,1.000000,32.000000,3.000000,0.000000,0.700000,0.857000
xalan-2.7.1,org.apache.xalan.trace.TracerEvent,factory,4,1.000000,4.000000,0.000000,2.000000,0.000000,11.000000,1.000000,0.000000,0.000000,0.000000
xalan-2.7.1,org.apache.xalan.processor.ProcessorInclude,factory,1,9.000000,1.000000,1.000000,0.000000,1.000000,33.000000,4.000000,1.000000,0.000000,0.444000
xalan-2.7.1,org.apache.xml.serializer.utils.MsgKey,factory,4,0.000000,0.000000,0.000000,0.000000,61.000000,0.000000,1.000000,0.000000,0.000000,0.000000
xalan-2.7.1,org.apache.xml.serializer.CharInfo,factory,7,13.000000,7.000000,0.000000,5.000000,15.000000,63.000000,1.000000,0.000000,0.810000,0.000000
xalan-2.7.1,org.apache.xml.dtm.ref.CoroutineParser,factory,6,8.000000,0.000000,0.000000,0.000000,0.000000,8.000000,0.000000,0.000000,0.000000,0.000000
xalan-2.7.1,org.apache.xalan.processor.ProcessorPreserveSpace,factory,4,1.000000,0.000000,1.000000,0.000000,1.000000,2.000000,4.000000,1.000000,0.000000,4.000000
xalan-2.7.1,org.apache.xalan.xsltc.trax.TemplatesHandlerImpl,factory,2,17.000000,6.000000,0.000000,0.000000,0.000000,34.000000,1.000000,0.000000,0.812000,0.000000
xalan-2.7.1,org.apache.xpath.functions.FuncSystemProperty,factory,1,2.000000,0.000000,1.000000,0.000000,2.000000,15.000000,4.000000,0.000000,0.000000,2.000000
xalan-2.7.1,org.apache.xalan.trace.EndSelectionEvent,factory,3,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,2.000000,0.000000,0.000000,0.000000
xalan-2.7.1,org.apache.xml.utils.Hashtree2Node,factory,6,0.000000,0.000000,0.000000,1.000000,0.000000,11.000000,1.000000,0.000000,0.000000,0.000000
xalan-2.7.1,org.apache.xalan.xsltc.CollatorFactory,factory,3,2.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,1.000000,0.000000,0.000000
xalan-2.7.1,org.apache.xpath.axes.FilterExprIteratorSimple,factory,9,13.000000,4.000000,3.000000,1.000000,1.000000,25.000000,5.000000,0.000000,0.795000,1.154000
xalan-2.7.1,org.apache.xalan.xsltc.compiler.Sort,factory,2,13.000000,9.000000,3.000000,6.000000,0.000000,51.000000,3.000000,0.000000,0.889000,0.692000
xalan-2.7.1,org.apache.xalan.processor.ProcessorKey,factory,1,2.000000,0.000000,2.000000,0.000000,1.000000,10.000000,4.000000,0.000000,0.000000,4.000000
xalan-2.7.1,org.apache.xpath.axes.WalkingIterator,factory,6,17.000000,2.000000,3.000000,0.000000,1.000000,36.000000,5.000000,1.000000,0.400000,0.882000
xalan-2.7.1,org.apache.xalan.processor.StylesheetHandler,factory,9,76.000000,28.000000,17.000000,0.000000,3.000000,146.000000,2.000000,0.000000,0.966000,0.447000
xalan-2.7.1,org.apache.xalan.processor.ProcessorStylesheetElement,factory,2,3.000000,0.000000,0.000000,0.000000,1.000000,8.000000,4.000000,0.000000,0.000000,0.000000
xalan-2.7.1,org.apache.xalan.processor.ProcessorNamespaceAlias,factory,5,1.000000,0.000000,1.000000,0.000000,1.000000,5.000000,4.000000,0.000000,0.000000,4.000000
xalan-2.7.1,org.apache.xalan.xslt.EnvironmentCheck,factory,12,16.000000,2.000000,0.000000,1.000000,8.000000,93.000000,1.000000,0.000000,0.750000,0.000000
xalan-2.7.1,org.apache.xml.utils.XMLReaderManager,factory,6,3.000000,2.000000,0.000000,1.000000,4.000000,19.000000,1.000000,0.000000,0.000000,0.000000
xalan-2.7.1,org.apache.xpath.jaxp.XPathExpressionImpl,factory,4,12.000000,5.000000,0.000000,1.000000,3.000000,37.000000,1.000000,0.000000,0.533000,0.000000
xalan-2.7.1,org.apache.xalan.xsltc.dom.NodeSortRecordFactory,factory,5,5.000000,5.000000,0.000000,0.000000,2.000000,16.000000,1.000000,0.000000,0.700000,0.000000
xalan-2.7.1,org.apache.xalan.lib.NodeInfo,factory,4,0.000000,0.000000,0.000000,8.000000,0.000000,24.000000,1.000000,0.000000,0.000000,0.000000
xalan-2.7.1,org.apache.xml.serializer.dom3.DOMOutputImpl,factory,7,9.000000,4.000000,0.000000,0.000000,0.000000,9.000000,1.000000,0.000000,0.857000,0.000000
xalan-2.7.1,org.apache.xpath.axes.FilterExprWalker,factory,9,16.000000,4.000000,6.000000,0.000000,1.000000,31.000000,5.000000,0.000000,0.731000,1.875000
xalan-2.7.1,org.apache.xalan.transformer.NodeSorter,factory,2,4.000000,2.000000,0.000000,0.000000,0.000000,31.000000,1.000000,0.000000,0.500000,0.000000
xerces-2.10.0,org.apache.xerces.dom.CharacterDataImpl,factory,11,17.000000,1.000000,4.000000,0.000000,2.000000,43.000000,3.000000,3.000000,0.000000,0.706000
xerces-2.10.0,org.apache.xerces.impl.xs.traversers.XSDHandler,factory,9,120.000000,80.000000,0.000000,0.000000,40.000000,729.000000,1.000000,0.000000,0.963000,0.000000
xerces-2.10.0,org.apache.xerces.parsers.XML11NonValidatingConfiguration,factory,1,35.000000,30.000000,0.000000,0.000000,20.000000,133.000000,2.000000,0.000000,0.940000,0.000000
xerces-2.10.0,org.apache.xerces.dom.AttrImpl,factory,10,46.000000,3.000000,13.000000,0.000000,2.000000,156.000000,2.000000,2.000000,0.698000,0.565000
xerces-2.10.0,org.apache.xerces.impl.dtd.XMLDTDProcessor,factory,1,52.000000,26.000000,0.000000,1.000000,14.000000,227.000000,1.000000,1.000000,0.898000,0.000000
xerces-2.10.0,org.apache.xerces.impl.XMLDocumentFragmentScannerImpl,factory,14,33.000000,26.000000,0.000000,0.000000,21.000000,182.000000,2.000000,1.000000,0.898000,0.000000
xerces-2.10.0,org.apache.xerces.dom.NotationImpl,factory,7,9.000000,4.000000,1.000000,0.000000,1.000000,21.000000,2.000000,1.000000,0.857000,0.222000
xerces-2.10.0,org.apache.xerces.impl.dtd.XMLNSDTDValidator,factory,7,2.000000,1.000000,2.000000,0.000000,0.000000,35.000000,2.000000,0.000000,0.000000,2.000000
xerces-2.10.0,org.apache.xerces.jaxp.validation.StAXEventResultBuilder,factory,7,36.000000,7.000000,0.000000,0.000000,1.000000,46.000000,1.000000,0.000000,0.743000,0.000000
xerces-2.10.0,org.apache.xerces.dom.DOMOutputImpl,factory,7,9.000000,4.000000,0.000000,0.000000,0.000000,9.000000,1.000000,0.000000,0.857000,0.000000
xerces-2.10.0,org.apache.xerces.dom.ElementImpl,factory,11,53.000000,2.000000,5.000000,0.000000,1.000000,208.000000,4.000000,4.000000,0.431000,0.377000
xerces-2.10.0,org.apache.xerces.impl.XMLDocumentScannerImpl,factory,13,14.000000,19.000000,2.000000,0.000000,15.000000,60.000000,3.000000,2.000000,0.947000,0.429000
xerces-2.10.0,org.apache.xerces.impl.xs.models.CMBuilder,factory,7,12.000000,4.000000,0.000000,0.000000,1.000000,86.000000,1.000000,0.000000,0.636000,0.000000
xerces-2.10.0,org.apache.xerces.dom.DeferredDocumentImpl,factory,11,78.000000,15.000000,3.000000,2.000000,9.000000,262.000000,6.000000,0.000000,0.844000,0.231000
xerces-2.10.0,org.apache.xerces.impl.xs.XSDeclarationPool,factory,5,16.000000,15.000000,0.000000,7.000000,4.000000,44.000000,1.000000,0.000000,0.933000,0.000000
xerces-2.10.0,org.apache.xerces.impl.dv.xs.AbstractDateTimeDV,factory,11,35.000000,0.000000,2.000000,0.000000,5.000000,180.000000,2.000000,8.000000,0.000000,0.114000
xerces-2.10.0,org.apache.xerces.impl.Constants,factory,4,1.000000,0.000000,0.000000,6.000000,145.000000,13.000000,1.000000,0.000000,0.000000,0.000000
xerces-2.10.0,org.apache.xerces.dom.ProcessingInstructionImpl,factory,10,5.000000,1.000000,1.000000,0.000000,1.000000,8.000000,4.000000,1.000000,0.000000,0.800000
xerces-2.10.0,org.apache.xerces.dom.CommentImpl,factory,7,3.000000,0.000000,0.000000,0.000000,1.000000,3.000000,4.000000,1.000000,0.000000,0.000000
xerces-2.10.0,org.apache.xerces.impl.dv.DVFactoryException,factory,4,2.000000,0.000000,0.000000,0.000000,1.000000,2.000000,4.000000,0.000000,0.000000,0.000000
xerces-2.10.0,org.apache.xerces.parsers.XMLGrammarParser,factory,3,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,2.000000,1.000000,0.000000,0.000000
xerces-2.10.0,org.apache.xerces.dom.CDATASectionImpl,factory,11,3.000000,0.000000,2.000000,0.000000,1.000000,3.000000,5.000000,1.000000,0.000000,3.333000
xerces-2.10.0,org.apache.xerces.parsers.XML11Configuration,factory,1,37.000000,36.000000,0.000000,0.000000,52.000000,161.000000,2.000000,3.000000,0.941000,0.000000
xerces-2.10.0,org.apache.xerces.dom.EntityReferenceImpl,factory,17,9.000000,2.000000,3.000000,0.000000,1.000000,35.000000,4.000000,1.000000,0.667000,1.333000
xerces-2.10.0,org.apache.xerces.dom.NodeImpl,factory,11,84.000000,2.000000,1.000000,0.000000,25.000000,269.000000,1.000000,3.000000,0.500000,0.012000
xerces-2.10.0,org.apache.xerces.impl.dtd.XML11NSDTDValidator,factory,7,2.000000,1.000000,2.000000,0.000000,0.000000,33.000000,3.000000,0.000000,0.000000,3.000000
xerces-2.10.0,org.apache.xerces.impl.dtd.XMLDTDValidator,factory,8,49.000000,48.000000,0.000000,0.000000,18.000000,261.000000,1.000000,2.000000,0.922000,0.000000
xerces-2.10.0,org.apache.xerces.parsers.DTDConfiguration,factory,11,25.000000,13.000000,0.000000,0.000000,22.000000,90.000000,3.000000,1.000000,0.901000,0.000000
